_id,Name,Address1,Address2,State,City,Website,YearOfCreation,Country,Tags
007bfc28-6747-4153-8f26-02786d8fec97,Global Gourmet Catering,1030 Illinois St,,California,San Francisco,http://www.ggcatering.com,1999.0,United States,"Food & Beverages, catering, corporate catering, wedding catering, large scale events"
007cbf39-e0a3-4cdd-8796-85b5bb807c66,"Consolidated Resources,Incorporated",4849 W Missouri Avenue,,Arizona,Glendale,https://consolidatedresources.com,1990.0,United States,
007e5940-5206-4147-b44d-a81e9fc3e1a7,Woodcraft Studio Incorporated,25245 Fm 2978 Road,,Texas,Tomball,N/A,1967.0,United States,"Consumer Goods, residential cabinetry, custom cabinetry, kitchen cabinetry, wine cellar, residential library, custom tables, bathroom cabinetry, bathroom vanities, kitchen island, kitchen remodeling, closets"
0085cadb-382c-413d-9360-f71c20b00dda,Colchester Assembly Of God Incorporated,84 James St,,Connecticut,Colchester,https://abundantlifect.com,2005.0,United States,"Other Services (except Public Administration), Associations/Non-Profits, Religious Organizations, Miscellaneous Denomination Church, Non-profit"
00984cdf-0bc8-4878-8c4d-5f5510ba04b8,JAUREGUYS PAINT & DECORATING,436 E MAIN ST,,,TURLOCK,N/A,,United States,
009e6273-4cad-40d7-8da3-23ef2bc7e08d,Pinnacle financial partners,150 3rd ave s # 900,,Tennessee,Nashville,N/A,2000.0,United States,"Banking, Financial Services, Personal Banking, Business Banking, Private Client Banking, Music and Entertainment, Medical and Professional Services, Wealth Advisors, Healthcare, Commercial Real Estate"
009ea2e0-6160-4963-bfe2-9b29e2c63ab9,TENORIO MICHAEL Public Limited Company,1623 S WASHINGTON ST,,,AMARILLO,https://michaeltenoriodds.com/,,United States,
00a1d702-5cab-4c07-ba9e-3463b5267df2,Energy Solutions,2345 Stevens Drive # 240,,Washington,Richland,http://www.energysolutions.com,2006.0,United States,"Environmental Services, Nuclear Waste Treatment, Processing, Decommissioning, Remediation, Nuclear Fuel Management, Engineering, Nuclear Technology, Transportation, Logistics, Nuclear Disposal"
00a4ff98-e514-4ba1-ade0-671d003d0492,Gingerbread Shed Limited Liability Company,425 South Mill Avenue Suite 201,,,Tempe,https://theshed.com,2007.0,United States,"Entertainment, Elevate® Ticketing and Pulse™ RFID Access Control"
00a4ff98-e514-4ba1-ade0-671d003d0492,Gingerbread Shed Limited Liability Company,425 South Mill Avenue Suite 201,,,Tempe,http://theshed.com,2007.0,United States,"Entertainment, Elevate® Ticketing and Pulse™ RFID Access Control"
00a75b4b-70ce-451a-ab66-4a5e7eb67eca,Vesta Hospice Inc,6850 Van Nuys Boulevard,,California,Van Nuys,N/A,2013.0,United States,Hospital & Health Care
00ad1f53-837f-4c70-bfd1-ee1a4d69a1e1,"El Monte Imports,Incorporated",3428 North Peck Road,,,El Monte,N/A,,United States,
00ad46cd-3f50-4372-9d57-1c6db25e9552,"Casas, alejandro",105 South Narcissus Avenue # 800,,Florida,West Palm Beach,https://lspcinjury.com,,United States,Law Practice
00ae3d87-447b-4adc-8353-36d1efdb3234,Digital Pursuit,20533 Biscayne Blvd Ste 4-232,,Florida,Miami,https://digitalpursuit.com,,United States,"Paper, Printing, Publishing, Printing and publishing United States, IT, Internet, R&D"
00b96516-6e00-4afe-9199-887f0135b451,Premiere Props,11500 Sheldon St,,California,Sun Valley,https://www.premiereprops.com,1997.0,United States,Entertainment
00bfaa33-bd6d-415c-805a-dc5e44e25aee,"Coursera,Incorporated",381 East Evelyn Avenue,,,Mountain View,N/A,2012.0,United States,E-Learning
00c1f7e1-ff80-48d1-979a-c255463f925b,Thomas L & Linda J Mccormack Foundation,115 Reesman Drive,,Pennsylvania,Aliquippa,https://panamamccormackfoundation.com,2008.0,United States,"Associations/Non-Profits, and Fraternal Associations, Clubs, Non-profit, Civic, Other Services (except Public Administration), Social"
00c3302d-8146-484d-a9ff-84b16271ae0a,Alignay Agnes DDS,1224 Eastern Boulevard,,Maryland,Essex,https://alignaydds.com,,United States,Medical Practice
00cde9d9-71b3-4c4d-ae85-f04fcf71af53,Javelin Capital Markets Limited Liability Company,443 Park Avenue South 10th Floor,,,New York,http://www.thejavelin.com/,2009.0,United States,Capital Markets
00ce5708-4005-4a2d-8599-53093a2ee075,"Vitamin A Enterprises,Incorporated",3550 Cadillac Avenue,,,Costa Mesa,N/A,,United States,
00cf8d84-7676-4617-b960-f31af76f8089,Consumer Source Inc,16030 Ventura Boulevard # 310,,California,Encino,http://www.rentpath.com,1975.0,United States,"Internet, Rental Properties, Apartment Search, Apartment Rentals, Apartment Websites, Multifamily Marketing, Multifamily Analytics, Digital Marketing, Digital Advertising, Advertising, Digital Solutions, Engineering, UI, UX, B2B, B2C, Product Management, Digital Sales, Outside Sales"
00d62d32-9791-471d-8213-af0c8e1304fc,Andromeda's Alley,78 North Washington Street,,Massachusetts,North Attleboro,N/A,,United States,
00d7a50c-7f57-43bb-b553-e346d3053e0a,Wheel Fun Rentals,1522 Cline Falls Hwy,,Oregon,Redmond,http://www.wheelfunrentals.com,1999.0,United States,Recreational Facilities and Services
00dd1d6d-7fe1-40be-96c6-737cfecd50d4,Seasons Dental,425 North Overland Avenue,,Idaho,Burley,https://burleyiddentist.com,2011.0,United States,Medical Practice
00dd272b-6e8f-4046-a34b-297361f73ff0,Triboro Physical Therapy,2923 24th Avenue,,New York,Astoria,N/A,,United States,Hospital & Health Care
00fd953d-03bd-4740-bf78-4a29434d1a27,Criss Consulting Limited Liability Company,"9230 Marshall Rd.  Cranberry Township, PA  16066",,Pennsylvania,Cranberry Twp,http://www.crissconsulting.net,2010.0,United States,"Automotive, service advisor training, fixed operations consulting, service webinars, Fixed Operations Performance Groups, John Maxwell Training"
01055355-4e6c-4584-9261-1a8ca68bf569,Tilley William C DVM,6311 Colonel Glenn Road,,Arkansas,Little Rock,https://littlerockpetdocs.com,,United States,
0106ae77-c07b-426c-8c50-8e89366ee881,Mid State Camera Service Incorporated,29 East Madison St # 1221,,Illinois,Chicago,https://camera-repair.com,,United States,
010d94f0-9ff2-4c3a-ba33-757d7c7a4b8b,Hospice of Garrett County,69 Wolf Acres Drive # C,,Maryland,Oakland,https://hospiceofgarrettcounty.org,1983.0,United States,Hospital & Health Care
010dbb97-04e0-42a9-b9af-936a68e8305d,GT Precision Manufacturing Incorporated,4201 East Columbus Drive # B,,Florida,Tampa,N/A,,United States,
011d673b-fd04-4493-9ea1-fdf1058baaf9,Maier's Tidy Bowl,12515 Us Highway 45 South,,Illinois,Stonefort,https://maierstidybowl.com,1998.0,United States,Facilities Services
011ef7c2-5934-4033-b5e7-6efe306bc350,Online Amish Funriture Limited Liability Company,53607 Lakewood Ct.,,Michigan,Utica,https://onlineamishfurniture.com,,United States,Furniture
012bc394-062a-4ae2-82f1-5a2cba20c123,Complete Eye Care Associates,111 South Bailey Avenue,,Nebraska,North Platte,https://completeeyecareassociates.com,1997.0,United States,
01350a77-3306-454d-b5e1-ab9ecc4df405,Ray Jeremiah W MD,3460 South Pioneer Parkway,,Utah,Salt Lake City,http://www.pioneervalleyhospital.com,,United States,Hospital & Health Care
013b871e-3fbd-4f55-9f2b-1e14dd7458c7,Mathworks,1 Apple Hill Drive # 2,,Massachusetts,Natick,N/A,1984.0,United States,Computer Software
0142ee8f-a24a-4ce3-84ff-0a12e7bfc0f8,George Krapf Sons,521 South Walnut St,,Pennsylvania,Kennett Square,http://www.krapfbus.com,2006.0,United States,"Transportation, Trucking, Railroad, Ground Transportation, Shuttle Service, Public Transit, Paratransit"
01569609-fb6b-4542-a194-31783021fe97,ABCO WEST ELECTRICAL,9034 N 23RD AVE,STE 2,,PHOENIX,https://abcowest.com,,United States,Construction
015b766e-d69d-4b3c-9208-78f860860698,Mihm Enterprises Incorporated,4065 38th St,,Michigan,Hamilton,https://mihminc.com,1989.0,United States,Construction
0164fdc5-8758-4c3e-86d9-b87dac9f770e,Energysolutions Incorporated,00 Center Point Circle # 10,,South Carolina,Columbia,http://www.energysolutions.com,2006.0,United States,"Environmental Services, Nuclear Waste Treatment, Processing, Decommissioning, Remediation, Nuclear Fuel Management, Engineering, Nuclear Technology, Transportation, Logistics, Nuclear Disposal"
01745994-a504-4598-b3c4-9249cb6a2d72,Christopher Jordan Garsha,1009 Elm St,,Colorado,Fort Collins,N/A,2011.0,United States,
017a3df3-06f7-4fc9-8ae7-e8c468a14d13,"Pumpkin Masters,Limited Liability Company",808 South West 12th Street,,,Ocala,https://pumpkinmasters.com,1986.0,United States,
017b60b6-e357-4783-88c3-0ca47cfc159e,Dovetail Management,156 Oak Bluff Drive,,Georgia,Athens,https://dovetailmanagement.com,1998.0,United States,
0181a2b4-0ad7-44a8-8cd9-da4279a1e31d,Capital management partners,1100 n 4th st # 15,,Iowa,Fairfield,https://capmgt.com,,United States,
01830b08-4ec4-4ce5-ab5c-1f84d7cc396c,Store Manager Mark Feuerborn,6400 North Interstate Avenue,,Oregon,Portland,http://www.newseasonsmarket.com,1999.0,United States,"Food & Beverages, Sustainability, Organic, Local Farms, Regional Food Economy, Retail, Grocery, Community, supermarkets"
018938b7-5d5c-4bef-bfc9-f74318a84c41,Burdette Kerin L DDS,400 East Highway 67,,Texas,Duncanville,https://drdonna4kidsteeth.com,,United States,
018ce02b-22ee-4685-a370-c89d3c391342,Interiors By K C Inc.,254 S Glassell St,,California,Orange,https://interiorsbykc.com,,United States,"Leisure, Travel & Tourism"
0191e375-2c68-4f30-996d-9218c3f49e30,Sports Additions,2021 North Highland Avenue # E10,,Tennessee,Jackson,http://www.hibbett.com,1945.0,United States,"Retail, Customer service, product knowledge, athletic sporting goods, small to mid-sized towns"
01933aaa-7843-460a-850a-29ff80aeed0a,Farris Auto Salvage,4402 E Jefferson St,,Texas,Grand Prairie,https://farrisusedautoparts.com,1980.0,United States,Automotive
01939da2-2ea3-466a-b258-0f7f214e3b1a,Moss Bros Auto Group,8146 Auto Drive,,California,Riverside,https://MossSavings.com,1921.0,United States,"Automotive, Honda, Volkswagen, Toyota, Chevrolet, Chrysler, Buick, GMC, Dodge, Jeep, Ram"
019a050d-d1c6-4519-88fb-f3a436e2cce5,M 40 Speedway,58671 M 40,,Michigan,Jones,https://m40speedway.net,,United States,
019f28b8-0556-40e4-9576-0a4cb86e8a65,Brewton Council Of The Arts,220 Alco Drive,,Alabama,Brewton,https://brewtoncouncilofthearts.com,1994.0,United States,"Non-profit, Associations/Non-Profits, Membership Organizations, Personal Interest Organization, Other Services (except Public Administration), NEC"
01a1a742-5e16-4133-bb46-33bc5b02a55b,Su International Group Incorporated,1430 Us Highway 206 # 210,,New Jersey,Bedminster,https://suintl.com,2002.0,United States,Textiles
01a610af-b546-423a-a9b8-715be2e1ad83,Polar Ice Center,1087 Dennis Road,,Alaska,North Pole,https://polaricecenter.com,2003.0,United States,
01a6cb33-7df0-468e-8254-f4879b653c44,"Mission Critical Systems,Incorporated",621 17th Street Suite 2121,,,Denver,http://www.mcstech.net,2006.0,United States,Higher Education
01ba863c-9003-4bd5-b139-caa0144edd3c,Double Play Baseball Camps,727 Seminole Avenue,,Pennsylvania,Jenkintown,https://doubleplaycamps.com,2011.0,United States,Sports
01bb4e10-2c43-4e01-8760-24426d9bbec0,Gallagher Wealth Management,4155 Blackhawk Plaza Circle # 244,,California,Danville,https://gallagherwealth.com/,2012.0,United States,Financial Services
01cc335e-90e0-41a6-8514-4947dac8e09a,Eurotradia Usa Inc,4511 Saucon Valley Court,,Virginia,Alexandria,N/A,2007.0,United States,
01d0ba66-4d17-4682-a2a7-2fd7b06575ff,Warner Heating & Ac,3275 West 12600 South,,Utah,Riverton,https://warnerheating.com,2010.0,United States,
01dfb2ea-db83-404c-9b1d-4425e2f4a1c7,Gwinnett Place Community Improvement Foundation Incorporated,3700 Crestwood Parkway Nw,,Georgia,Duluth,http://www.gwinnettplacecid.com,2005.0,United States,Commercial Real Estate
01ed24a8-be98-41c4-ab62-58948704ff59,Calvary Chapel Of Ontario,12205 Pipeline Ave,,,Chino,http://calvaryccv.org,1981.0,United States,Religious Institutions
01f2ac2a-830e-496b-8c86-8e92c6271651,Alabama Call,2031 Shady Crest Drive,,Alabama,Birmingham,https://alabamapaoncall.com,2007.0,United States,
01f4e52a-6b82-4b91-a63c-5b6e27e85a93,Reeves Bible Church,408 Emma Avenue,,Louisiana,Reeves,https://reevesbiblechurch.com,1987.0,United States,Religious Institutions
01f50cd6-86fc-4fa8-bb46-d7c8ac4572e7,SIMBECK & ASSOCIATES Incorporated,38256 HIGHWAY 160,,,MANCOS,http://www.simbeckliners.com,1992.0,United States,"Construction, Geomembrane Liners, Cellular Confinement Systems, Geosynthetics"
02015f56-b93f-4c4d-a484-45d6f63dbe7f,Strata Film Coatings Incorporated,2610 Roanoke Avenue Sw,,Virginia,Roanoke,https://stratafilm.com,1990.0,United States,Plastics
020ce2f9-8ac2-4e33-a389-cab3d9f1213e,Cochran Law Firm PA,1617 E North St,,South Carolina,Greenville,https://cochranlawsc.com,,United States,Law Practice
02110eaa-c091-408c-8cba-60011f05b91a,"LeafFilterÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢ North, Inc. (Maryland)",803 Barkwood Court.,,Maryland,Linthicum Heights,https://www.leaffilter.com/,2005.0,United States,"Consumer Services, Leaf Filter Professional Gutter Guard Installation, Gutter Guards, Professional Gutter Installation, Gutters, Rain Gutters, Home Repair, Home Improvement"
022218eb-4ed3-4483-a841-fffd1e425283,Bia Hotel Corp,2600 West Magnolia Boulevard,,California,Burbank,https://skilledhealthcaregroup.com,,United States,
022979ab-aa34-4140-8692-5618d1353271,SAYLER LEGAL SERVICE Incorporated,210 CAPITOL ST,,,SALINAS,http://saylerlegal.com,,United States,Legal Services
022ff4d3-aed5-4034-ac7b-e0f0bb1c3b53,Sportchiro Plus LLC,1120 South State Route 157 # 100,,Illinois,Edwardsville,https://sportchiroplus.com,,United States,"Health, Wellness and Fitness"
02319030-25af-440c-9663-a97ca80ebb58,Bowlmor Lanes,110 University Place,,New York,New York City,https://www.bowlmor.com,1938.0,United States,"Entertainment, Corporate Holiday Parties, ""Kids Birthday Parties"", Teambuilding Outings, Adult Birthday Parties, Bowling"
023ed89d-c8a5-4697-a527-6016600c9db2,Nathco Services,2610 West Horizon Ridge Parkway,,Nevada,Henderson,N/A,2005.0,United States,
023eefdb-4d6e-403a-a086-7d2b3bc2de62,PARRISH-O'NEILL & ASSOC INC,5 W Gambier St # 2,,Ohio,Mt Vernon,https://parrishoneill.com,1973.0,United States,
0247c9b0-bb10-4b36-a629-c683834ae8dd,TRANSPORTATION SERVICE ASSOCIATES Incorporated,403 S MAIN ST,,,WOODSTOCK,https://transserv.com,,United States,"Transportation, Trucking, Railroad"
0248a78f-510e-4ccf-bf79-85ea421a27ef,Oncostem Biotherapeutics Limited Liability Company,2200 Arch St Unit 712,,Pennsylvania,Philadelphia,N/A,2012.0,United States,
0254bf94-f3b9-4c55-94b5-f799f1703408,Sushi Kanpi,900 8th Avenue,,Washington,Seattle,https://sushikanpai.com,2008.0,United States,
025e6d94-7021-4275-bbc6-bc35ed294fa1,Leiss Tool & Die,801 North Pleasant Avenue,,Pennsylvania,Somerset,https://leisstoolanddie.com,1972.0,United States,
02629638-4813-40f8-84b5-80b944c841ec,Reentry Bridge Network Incorporated,406 Shorb Avenue Nw,,Ohio,Canton,https://reentrybridgenetwork.org,2009.0,United States,
0275f432-8d2d-466b-92e8-637d5e3ec048,Science Of Business Incorporated,1881 W Placita De Diciembre,,,Green Valley,N/A,,United States,
027d5a0b-f7cb-416c-87a5-517506b4f0f1,Tolins & lowenfels,747 3rd ave # 1902,,New York,NEW YORK,https://tolinslowenfels.com,,United States,
0288229d-588e-45f7-9c20-1abd511a8afe,Mint Box,1393 Progress Way # 914,,Maryland,Sykesville,http://themintbox.com,2013.0,United States,
02902195-7683-46a8-a896-d3306b883941,CHANDLER C CO Incorporated,6610 HASBROOK AVE,,,PHILADELPHIA,N/A,1973.0,United States,"Furniture, Store Fixtures, Kitchens, Entertainment Centers, Book Cases, Restaurant Bars, Tables, banquettes, Displays, Jewelry Cases, Reclaimed wood furniture, millwork, custom builtins"
02993381-6300-4d75-a490-0d0d2e221413,"Fuller, Mossbarger, Scott & May Engineers,Incorporated",1409 North Forbes Road,,Kentucky,Lexington,N/A,1966.0,United States,Construction and Engineering
029f39d2-f735-401b-a6e3-704ef4c3cf75,Aurora Building Products,2681 Eastmont Trail,,Georgia,Snellville,https://aurorabuildingproducts.com,2013.0,United States,
02a9785b-d455-4fc6-83cd-8ade2a9bde8e,Boyer Laura M,233 West Baker St,,Indiana,Fort Wayne,https://gshipley.com,,United States,
02aecd7e-c824-42e3-94c1-bc6bf445c9a7,David P Alvarez,12289 Tierra Canada Drive,,Texas,El Paso,N/A,2013.0,United States,
02b8c311-a5c1-498e-8108-80a5fd9fd3fd,Jbg/Reston Hotel Operator Limited Liability Company,11810 Sunrise Valley Drive,,Virginia,Reston,https://sheratonreston.com,2005.0,United States,Hospitality
02ceefcd-a3f1-433f-98d3-4cf78e42f53d,Kootenai Humane Society,11600 North Ramsey Road,,Idaho,Hayden,https://kootenaihumanesociety.com,1975.0,United States,"Associations/Non-Profits, Other Services (except Public Administration), NEC, Humane Societies, Non-profit, Membership Organizations, Associations/Non-Profits"
02e16c37-56db-49d8-95fa-1ad2dbb7fa95,Bartels Moving Systems Incorporated,1555 South 7th St # A,,California,San Jose,N/A,2009.0,United States,
02f0807f-f68e-4114-922c-665482eb630b,Energy Solutions Performance Strategies Incorporated,1655 Fort Myer Drive # 700,,Virginia,Arlington,http://www.energysolutions.com,2006.0,United States,"Environmental Services, Nuclear Waste Treatment, Processing, Decommissioning, Remediation, Nuclear Fuel Management, Engineering, Nuclear Technology, Transportation, Logistics, Nuclear Disposal"
02f1d048-43e9-4521-8c8a-7b50e18062a0,EASTERN STATES PAVING Incorporated,PO BOX 40,,,SLATINGTON,https://easternstatespaving.com,,United States,Construction
0304cf09-be8c-42d3-82f1-d43def57c87d,Courtyard San Francisco Downtown hotel,299 Second Street,,,San Francisco,https://courtyardsanfrancisco.com,2001.0,United States,Hospitality
0307a2de-38ee-46bb-9ac2-29f4ca62613f,Cook K Marshall,304 River Road West,,Virginia,Manakin Sabot,https://kmarshallcook.com,,United States,
03105d9d-bba4-4776-8439-0cb81a3cebd6,Elbert T Chester Cpa,14845 Hillside Avenue # 200,,New York,Jamaica,https://theonlycpa4u.com,,United States,
031446b3-1bfd-46d5-9444-4a5d576f06cd,FT WORTH SURGICARE PARTNERS Limited,750 12TH AVE,,,FORT WORTH,https://destin-surgery.com,,United States,
0320fe06-d508-47e5-b609-de80c4f9d980,WESTAR ENERGY INC,4001 Nw 14th St,,Kansas,Topeka,https://www-wichita.westarenergy.com,,United States,
032368be-d28e-4821-af1b-3dd230809bee,Paragon Paving Incorporated,13570 Pilot Knob Road,,Minnesota,Saint Paul,https://paragonpaving.com,,United States,Construction
032ee8f3-e5e0-4bd9-89a5-9793290c1e67,Pioneer Valley Hospital Inc,3336 South Pioneer Parkway # 101,,Utah,Salt Lake City,http://www.pioneervalleyhospital.com,,United States,Hospital & Health Care
03324053-8a4f-4f37-9ee9-7ec20632ed50,Littky Smith Phipps Casas,1340 North Us Highway 1,,Florida,Jupiter,https://lspcinjury.com,,United States,Law Practice
03329b27-bc2b-4c09-9510-5a603365746a,"Stanley Schaeffer, DDS Inc.",210 S Broadway,,California,Escondido,https://stanleyschaefferdds.com,1970.0,United States,"Health, Wellness and Fitness"
036f091b-5318-480d-bdb9-42e1b2db0a11,Garden Club Of Long Beach,717 Ocean Avenue,,New Jersey,Beach Haven,https://thegardencluboflbi.com,2001.0,United States,
0375c6c3-4752-4c51-abaa-668574b2377f,Pollo Tropical,2611 Okeechobee Boulevard,,Florida,West Palm Beach,http://www.pollotropical.com,1988.0,United States,Restaurants
0384820c-0254-479e-96d7-a7362cbd1d14,Atlanta Automotive Group,2355 Browns Bridge Road,,Georgia,Gainesville,https://cadillacoflakelanier.com,2013.0,United States,Automotive
0384820c-0254-479e-96d7-a7362cbd1d14,Atlanta Automotive Group,2355 Browns Bridge Road,,Georgia,Gainesville,http://cadillacoflakelanier.com,2013.0,United States,Automotive
0384cdaa-cdd7-41b0-80cc-e1268dd8b490,Equifax Incorporated,5245 Maureen Lane,,California,Moorpark,https://www.equifax.com,1899.0,United States,"Information Technology and Services, risk modeling, credit reporting, marketing data, identity protection, HR compliance, employment verification, ACA compliance, technology, fraud prevention, artificial intelligence, machine learning, financial literacy, blockchain, cloud-based platforms, big data, trended data, data mining, cybersecurity, financial services, fintech, data analytics, cloud, talent solutions"
03a11324-0cf2-49a6-bf4a-050336b7b2af,FOURFRONT DESIGN Incorporated,517 7TH ST,,South Dakota,RAPID CITY,N/A,1950.0,United States,"Architecture & Planning, Architecture, Interior Design, Mechanical Engineering, Technical Services"
03a1ff20-fd1c-476e-9f80-813b964f4997,Hibbett Sports,450 Pike St,,Ohio,Marietta,http://www.hibbett.com,1945.0,United States,"Retail, Customer service, product knowledge, athletic sporting goods, small to mid-sized towns"
03a36ed4-9b3e-4337-813e-c40548ae089b,Intuit Incorporated,2800 East Commerce Center Place,,Arizona,Tucson,https://www.intuit.com/,1983.0,United States,"Computer Software, Intuit solves unmet needs that customers would never have dreamed possible, Whether in the cloud, SaaS, PaaS, mobile, or data, we bring real-world solutions that change the way business is done around the world"
03a4a3a0-f7bc-4f83-8e3c-062810f5bf1e,Ohio Anodizing Incorporated,915 North 20th St,,Ohio,Columbus,N/A,1994.0,United States,Chemicals
03b1a7b9-f0a9-4407-b1ae-d18f2b842208,Pierce Electrical Company,1320 Murray Drive,,Virginia,Chesapeake,https://pierceelectrical.com,1998.0,United States,Construction
03bae260-2fea-44c7-a2dc-bbf21a2738be,Leslie Allen Foundation,33 Wyndmoor Drive,,New Jersey,Morristown,https://leslieallen.net,2008.0,United States,"Non-profit, Other Services (except Public Administration), Civic, Associations/Non-Profits, Social, Clubs, and Fraternal Associations"
03bdbec8-07a0-4974-a0a4-e179583a1255,Accurate Medical Supply Incorporated,446 West Avenue,,Ohio,Tallmadge,https://accuratechemical.com,2006.0,United States,Biotechnology
03c0a2db-c9c5-4fa7-8121-5a11e2a467ce,"PreEmptive Meds,Incorporated",,,,Whitehouse Station,http://predisease.com,2006.0,United States,
03c56df0-5b40-4508-9299-a2190ce44a67,Martines Barry,2601 Airport Freeway # 100,,Texas,Fort Worth,https://barrymartines.com,,United States,Law Practice
03c71362-1fa2-4032-9014-635b5fee9121,Oiympic Home Remodeling,6038 Tampa Ave Suite #359,,California,Tarzana,https://olympichomeremodeling.com,,United States,Construction
03d22080-e0e2-4562-b7ac-79885ed9c170,Enviro clean products & svc,110 airport dr # a,,New York,Wappingers Falls,https://envirocleanps.com,,United States,Environmental Services
03d37301-1586-4d02-a163-f15f9498b3ca,Neurological & Pain Institute,8851 Center Drive,,California,La Mesa,N/A,2008.0,United States,Medical Practice
03d60d12-f9ac-4c7e-aa3c-0d1b24cc3284,Prairie Lane Cd D,4489 Prairie Ln,,Ohio,Wooster,https://prairielanelakepark.com,,United States,
